STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
78439599999,CAMP CANARGUS,19960827,19971212,null,HA,18.567,-72.31700000000001,38
78409099999,CAP HAITIEN INTL,19430801,20170419,null,HA,19.732989,-72.194739,3.04
78480099999,JIMANI,20010819,20170412,null,DR,18.3333333,-71.85000000000001,56
78437099999,PORT-AU-PRINCE (DAMIEN),19861221,19980303,null,HA,18.6,-72.2833333,15
78439099999,TOUSSAINT LOUVERTURE INTL,19370101,20170420,null,HA,18.58005,-72.292542,37.18
